FG_PCT,FG3_PCT,FT_PCT,PLUS_MINUS,OPP_FG_PCT,OPP_FG3_PCT,OPP_FT_PCT,OPP_PLUS_MINUS
0.446,0.339,0.7674000000000001,-0.2,0.41479999999999995,0.36879999999999996,0.7988,0.2
0.4344,0.30920000000000003,0.75,-6.4,0.4324,0.3952,0.817,6.4
0.4396,0.2984,0.7866000000000001,-6.8,0.43099999999999994,0.43479999999999996,0.8404,6.8
0.46259999999999996,0.3166,0.8016,-5.2,0.4606,0.43100000000000005,0.82,5.2
0.4596,0.2966,0.8046,-4.2,0.47700000000000004,0.4728,0.8,4.2
0.46980000000000005,0.3252,0.8228,-1.0,0.4732,0.43360000000000004,0.8128,1.0
0.491,0.3456,0.8244,5.8,0.46980000000000005,0.37520000000000003,0.7672000000000001,-5.8
0.509,0.3572,0.7878000000000001,9.559999999999999,0.4654,0.3542,0.6968,-9.6
0.4928,0.3286,0.7794,9.16,0.45759999999999995,0.32020000000000004,0.7163999999999999,-9.2
0.48339999999999994,0.3366,0.7727999999999999,6.36,0.4566,0.28700000000000003,0.6792,-6.4
0.4702,0.3048,0.8008,6.959999999999999,0.47119999999999995,0.33039999999999997,0.6460000000000001,-7.0
0.462,0.3044,0.7866,2.3600000000000003,0.4774,0.3734,0.6719999999999999,-2.4
0.45039999999999997,0.3214,0.763,-0.19999999999999982,0.48719999999999997,0.3624,0.7524000000000001,0.2
0.4502,0.33599999999999997,0.7542,1.6,0.4816,0.35960000000000003,0.7194,-1.6
0.47059999999999996,0.3714,0.7622,5.8,0.48100000000000004,0.38360000000000005,0.776,-5.8
0.45780000000000004,0.3592,0.7562,0.0,0.46040000000000003,0.3402,0.8118000000000001,0.0
0.4558,0.35760000000000003,0.8062000000000001,1.4,0.4438,0.3156,0.7756000000000001,-1.4
0.4822,0.3358,0.8298,8.2,0.43579999999999997,0.32,0.7186,-8.2
0.4782,0.34940000000000004,0.812,6.0,0.41419999999999996,0.319,0.7486,-6.0
0.4636,0.3494,0.7912,4.2,0.41459999999999997,0.2992,0.708,-4.2
0.473,0.3418,0.7626,8.2,0.39859999999999995,0.29100000000000004,0.6888,-8.2
0.46799999999999997,0.3524,0.7292,9.0,0.3952,0.31439999999999996,0.7074,-9.0
0.4566,0.3638,0.7638,6.2,0.38659999999999994,0.31439999999999996,0.7594000000000001,-6.2
0.43760000000000004,0.356,0.7238,2.4,0.3952,0.2968,0.7428,-2.4
0.4276,0.3226,0.7656000000000001,-2.6,0.40540000000000004,0.35879999999999995,0.789,2.6
0.42140000000000005,0.3196,0.8072000000000001,-5.6,0.4298,0.35039999999999993,0.8082,5.6
0.44539999999999996,0.329,0.788,-2.0,0.42279999999999995,0.32080000000000003,0.8018000000000001,2.0
0.4497999999999999,0.36239999999999994,0.7474000000000001,2.8,0.4276,0.3052,0.7662,-2.8
0.4688,0.3494,0.7874,4.4,0.43360000000000004,0.352,0.7884,-4.4
0.4662,0.3922,0.753,7.8,0.42799999999999994,0.288,0.7984,-7.8
0.4824,0.42960000000000004,0.698,10.0,0.43079999999999996,0.3,0.7746,-10.0
0.47300000000000003,0.42840000000000006,0.7372,11.6,0.4462,0.3176,0.7772,-11.6
0.4628,0.41720000000000007,0.7931999999999999,3.2,0.4628,0.3532,0.7702,-3.2
0.44320000000000004,0.3872,0.7866,0.4,0.4676,0.3046,0.7522,-0.4
0.45,0.3532,0.765,-1.2,0.46340000000000003,0.31079999999999997,0.7353999999999999,1.2
0.43979999999999997,0.3116,0.8283999999999999,3.2,0.4372,0.2988,0.7628,-3.2
0.44299999999999995,0.32699999999999996,0.7618,0.8,0.4154,0.2712,0.7432000000000001,-0.8
0.44139999999999996,0.311,0.7202,0.8,0.39499999999999996,0.2578,0.7837999999999999,-0.8
0.46719999999999995,0.3598,0.733,8.2,0.3748,0.2596,0.7862,-8.2
0.4732,0.375,0.778,12.2,0.37320000000000003,0.27240000000000003,0.7409999999999999,-12.2
0.48500000000000004,0.3978,0.6946,10.6,0.37020000000000003,0.2762,0.716,-10.6
0.4715999999999999,0.36439999999999995,0.7154,6.8,0.3962,0.2908,0.7303999999999999,-6.8
0.4648,0.3564,0.6982,10.0,0.386,0.27640000000000003,0.7112,-10.0
0.4502,0.36360000000000003,0.732,10.0,0.3936,0.281,0.6853999999999999,-10.0
0.44799999999999995,0.36019999999999996,0.7268,8.8,0.4004,0.27,0.7076,-8.8
0.453,0.38859999999999995,0.7982,11.0,0.4202,0.27080000000000004,0.7246,-11.0
0.4676,0.40140000000000003,0.7739999999999999,15.0,0.40619999999999995,0.2558,0.7476,-15.0
0.47919999999999996,0.4154,0.7857999999999999,9.6,0.4378,0.30760000000000004,0.7103999999999999,-9.6
0.4922000000000001,0.3964,0.7422,8.0,0.4468,0.346,0.7796000000000001,-8.0
0.48919999999999997,0.35700000000000004,0.7422000000000001,9.4,0.43739999999999996,0.32820000000000005,0.7667999999999999,-9.4
0.4798,0.341,0.7565999999999999,9.2,0.425,0.3218,0.7447999999999999,-9.2
0.4646,0.3128,0.8186,7.2,0.4218,0.36019999999999996,0.7236,-7.2
0.45640000000000003,0.31880000000000003,0.8039999999999999,8.6,0.41080000000000005,0.3518,0.7607999999999999,-8.6
0.42919999999999997,0.2978,0.8446,4.0,0.4056,0.335,0.7064,-4.0
0.42679999999999996,0.33140000000000003,0.8272,4.4,0.3962,0.36619999999999997,0.6956,-4.4
0.42300000000000004,0.32999999999999996,0.8034000000000001,2.6,0.3952,0.3942,0.7028000000000001,-2.6
0.44279999999999997,0.3876,0.7884,4.4,0.4086,0.391,0.6896,-4.4
0.44320000000000004,0.3562,0.7565999999999999,3.0,0.41500000000000004,0.37120000000000003,0.7124,-3.0
0.44220000000000004,0.3696,0.728,1.2,0.43079999999999996,0.3722,0.6900000000000001,-1.2
0.4600000000000001,0.39720000000000005,0.7362,1.6,0.442,0.3548,0.7144,-1.6
0.472,0.37220000000000003,0.7046,6.4,0.43579999999999997,0.3342,0.711,-6.4
0.45099999999999996,0.3426,0.6644,6.4,0.44299999999999995,0.3426,0.7144,-6.4
0.45780000000000004,0.358,0.7164,8.0,0.4532,0.34859999999999997,0.7144,-8.0
0.45600000000000007,0.32460000000000006,0.6958,9.6,0.4354,0.3344,0.7678,-9.6
0.46180000000000004,0.3122,0.6568,9.6,0.4372,0.341,0.7926,-9.6
0.46420000000000006,0.33799999999999997,0.6679999999999999,4.0,0.442,0.3378,0.8140000000000001,-4.0
0.48180000000000006,0.35459999999999997,0.7076,3.4,0.43620000000000003,0.3174,0.8295999999999999,-3.4
0.48640000000000005,0.36700000000000005,0.6632,9.0,0.4164,0.3114,0.7796,-9.0
0.5018,0.39760000000000006,0.6721999999999999,10.2,0.4196000000000001,0.32220000000000004,0.7767999999999999,-10.2
0.4932,0.3802,0.7298,8.6,0.4122,0.3056,0.7632,-8.6
0.48480000000000006,0.3544,0.7176,7.0,0.4196,0.32219999999999993,0.7286,-7.0
0.4636,0.3216,0.6926,3.4,0.42479999999999996,0.3296,0.7190000000000001,-3.4
0.4544,0.3094,0.6984,-4.4,0.4426,0.3418,0.7724,4.4
0.4466,0.2888,0.7343999999999999,-2.8,0.44279999999999997,0.3328,0.758,2.8
0.41200000000000003,0.2902,0.6936,-9.6,0.4508,0.3416,0.769,9.6
0.40780000000000005,0.3088,0.6442,-11.8,0.457,0.35259999999999997,0.8055999999999999,11.8
0.4126,0.29979999999999996,0.6462,-10.8,0.4486,0.3472,0.8211999999999999,10.8
0.42200000000000004,0.3028,0.6862,-7.6,0.4338,0.3544,0.7898,7.6
0.41000000000000003,0.3028,0.6634,-17.0,0.4606,0.41980000000000006,0.7804,17.0
0.42700000000000005,0.2888,0.6300000000000001,-20.4,0.48819999999999997,0.4694,0.7774,20.4
0.42680000000000007,0.2838,0.7,-18.0,0.49240000000000006,0.454,0.736,18.0
0.4398000000000001,0.2778,0.7334,-15.4,0.4904,0.4668,0.7376,15.4
0.4338,0.2764,0.7252,-14.2,0.49420000000000003,0.4574,0.7283999999999999,14.2
0.46220000000000006,0.305,0.7562,-9.2,0.5035999999999999,0.4284,0.735,9.2
0.4896000000000001,0.34299999999999997,0.7938,0.4,0.49779999999999996,0.4152,0.7022,-0.4
0.49420000000000003,0.35639999999999994,0.7564,-0.6,0.5029999999999999,0.4394,0.712,0.6
0.5058,0.39239999999999997,0.7414,-1.8,0.5076,0.4152,0.7058,1.8
0.4936000000000001,0.37560000000000004,0.728,-4.2,0.4984,0.39139999999999997,0.7487999999999999,4.2
0.47840000000000005,0.36100000000000004,0.7105999999999999,-1.8,0.476,0.3672,0.7574,1.8
0.4558000000000001,0.32300000000000006,0.7142,-5.4,0.4568,0.36879999999999996,0.7932,5.4
0.43600000000000005,0.2978,0.7572,-3.0,0.4342,0.3318,0.8164,3.0
0.4152,0.2812,0.7508,-2.0,0.42800000000000005,0.33259999999999995,0.8436,2.0
0.4236000000000001,0.3274,0.7310000000000001,0.0,0.437,0.3372,0.8306000000000001,0.0
0.44620000000000004,0.36860000000000004,0.7118,3.6,0.4282,0.33740000000000003,0.8619999999999999,-3.6
0.44620000000000004,0.3968,0.7354,7.4,0.4112,0.3264,0.8526,-7.4
0.45400000000000007,0.445,0.7424,9.6,0.414,0.32460000000000006,0.8710000000000001,-9.6
0.461,0.44420000000000004,0.7061999999999999,12.2,0.41100000000000003,0.3356,0.8378,-12.2
0.4554,0.4176,0.759,11.4,0.40440000000000004,0.34619999999999995,0.8124,-11.4
0.4518000000000001,0.4124,0.7702,10.2,0.41719999999999996,0.3452,0.788,-10.2
0.45940000000000003,0.40919999999999995,0.7445999999999999,9.4,0.44279999999999997,0.321,0.7612,-9.4
0.4554,0.3572,0.7388,1.8,0.4638,0.35100000000000003,0.7098,-1.8
0.45500000000000007,0.3782,0.7807999999999999,-0.4,0.4673999999999999,0.332,0.7514000000000001,0.4
0.46820000000000006,0.37479999999999997,0.7223999999999999,3.4,0.4652,0.3376,0.7706,-3.4
0.44720000000000004,0.3368,0.736,-1.2,0.4664,0.39099999999999996,0.7696,1.2
0.4588,0.3752,0.7652,-0.4,0.45899999999999996,0.38859999999999995,0.7929999999999999,0.4
0.454,0.3852,0.7444,-1.0,0.4566,0.39239999999999997,0.8012,1.0
0.44620000000000004,0.368,0.7266,-2.2,0.45220000000000005,0.413,0.7769999999999999,2.2
0.4262,0.3518,0.7849999999999999,-10.2,0.46440000000000003,0.40519999999999995,0.7578,10.2
0.44580000000000003,0.3432,0.7636000000000001,-7.2,0.4396,0.3396,0.7548,7.2
0.4474,0.3012,0.7508,-2.8,0.41740000000000005,0.3322,0.7796,2.8
0.4644000000000001,0.31379999999999997,0.7585999999999999,-2.6,0.4434,0.32539999999999997,0.7762,2.6
0.4780000000000001,0.3084,0.7852,-1.0,0.4438,0.3138,0.7348000000000001,1.0
0.5004000000000001,0.328,0.7686,3.4,0.442,0.3388,0.7208,-3.4
0.47400000000000003,0.3318,0.775,3.4,0.4386,0.364,0.6812,-3.4
0.4498000000000001,0.3142,0.7562,-5.0,0.46299999999999997,0.3878,0.6859999999999999,5.0
0.43660000000000004,0.3036,0.7458,-3.6,0.42119999999999996,0.40259999999999996,0.7218,3.6
0.41080000000000005,0.30839999999999995,0.6868000000000001,-9.6,0.43260000000000004,0.40279999999999994,0.7896000000000001,9.6
0.4062,0.28300000000000003,0.692,-6.2,0.41579999999999995,0.3616,0.8162,6.2
0.44160000000000005,0.321,0.6878,-6.2,0.43499999999999994,0.3702,0.8734,6.2
0.46820000000000006,0.3442,0.6976,-4.2,0.4508,0.4032,0.85,4.2
0.4806000000000001,0.3508,0.6868000000000001,-0.8,0.4598,0.4024,0.795,0.8
0.49800000000000005,0.37960000000000005,0.7212,1.4,0.4626,0.4342,0.758,-1.4
0.48760000000000003,0.3716,0.7112,-0.8,0.477,0.442,0.758,0.8
0.4790000000000001,0.34920000000000007,0.6921999999999999,-0.6,0.4664,0.3892,0.7444,0.6
0.47140000000000004,0.37220000000000003,0.6994,3.8,0.43260000000000004,0.315,0.7322,-3.8
0.47440000000000004,0.36019999999999996,0.7034,2.4,0.43899999999999995,0.3182,0.771,-2.4
0.46340000000000003,0.3266,0.7083999999999999,1.6,0.42960000000000004,0.29860000000000003,0.783,-1.6
0.44980000000000003,0.3404,0.721,-2.6,0.4382,0.3208,0.8019999999999999,2.6
0.4338,0.3324,0.67,-6.8,0.45779999999999993,0.3688,0.7764,6.8
0.4128,0.2964,0.6818,-11.0,0.4622,0.3992,0.7764,11.0
0.4034000000000001,0.3146,0.7302,-10.0,0.4546,0.36419999999999997,0.7984,10.0
0.39120000000000005,0.2924,0.702,-10.6,0.4582,0.34740000000000004,0.7984,10.6
0.3984,0.28300000000000003,0.6841999999999999,-6.6,0.43,0.3038,0.736,6.6
0.39540000000000003,0.31820000000000004,0.7734,-2.2,0.4128,0.28019999999999995,0.7696,2.2
0.40520000000000006,0.33280000000000004,0.7608,-1.8,0.42700000000000005,0.2954,0.8218,1.8
0.3982,0.3184,0.7162,-3.0,0.4164,0.2968,0.8168,3.0
0.4276000000000001,0.377,0.7386,1.4,0.41019999999999995,0.31199999999999994,0.8089999999999999,-1.4
0.44880000000000003,0.41900000000000004,0.7938,3.4,0.43339999999999995,0.31679999999999997,0.8454,-3.4
0.4574000000000001,0.377,0.7814,2.2,0.44239999999999996,0.343,0.8417999999999999,-2.2
0.47240000000000004,0.3502,0.784,8.0,0.4142,0.289,0.7996000000000001,-8.0
0.48080000000000006,0.36760000000000004,0.8114000000000001,6.2,0.4314,0.31179999999999997,0.798,-6.2
0.4842000000000001,0.372,0.8301999999999999,6.0,0.43759999999999993,0.3176,0.8106,-6.0
0.4588000000000001,0.33219999999999994,0.8016,-1.2,0.4274,0.32880000000000004,0.8176,0.4
0.4332,0.326,0.8282,-3.8,0.4298,0.3276,0.7928,3.0
0.4242,0.3566,0.8282,-11.4,0.4556,0.37720000000000004,0.7684,10.6
0.41980000000000006,0.3594,0.8396000000000001,-8.8,0.4324,0.3376,0.7518,8.0
0.4008000000000001,0.3442,0.8795999999999999,-10.6,0.4364,0.302,0.7282,9.8
0.4186000000000001,0.38720000000000004,0.8698,-8.4,0.45899999999999996,0.34080000000000005,0.7206,8.4
0.4378,0.40499999999999997,0.8272,-8.0,0.45780000000000004,0.3336,0.6974,8.0
0.43920000000000003,0.38920000000000005,0.8382,-8.8,0.46040000000000003,0.32599999999999996,0.7292,8.8
0.4556,0.3986,0.8102,-7.76,0.476,0.3378,0.76,7.4799999999999995
0.4686,0.4138,0.7702,-7.76,0.4798,0.3756,0.7758,7.4799999999999995
0.47380000000000005,0.3908,0.754,-6.959999999999999,0.4588,0.3556,0.779,6.68
0.46860000000000007,0.406,0.7544,-8.76,0.4734,0.3398,0.8242,8.48
0.46440000000000003,0.4338,0.7656,-5.96,0.48840000000000006,0.3506,0.7884,5.68
0.49560000000000004,0.44580000000000003,0.7494,2.6,0.47119999999999995,0.3378,0.7257999999999999,-2.6
0.49420000000000003,0.4208,0.7494000000000001,1.0,0.4702,0.35419999999999996,0.7222000000000001,-1.0
0.48240000000000005,0.40759999999999996,0.679,0.2,0.47240000000000004,0.3388,0.7666000000000001,-0.20000000000000034
0.4968,0.39180000000000004,0.7112,1.4,0.4806,0.3804,0.7462000000000001,-1.4
0.4998,0.38120000000000004,0.6834,4.0,0.47379999999999994,0.3816,0.7882,-4.0
0.4426,0.3256,0.7323999999999999,-11.4,0.513,0.42000000000000004,0.8238000000000001,11.4
0.4516,0.328,0.739,-10.6,0.5216000000000001,0.4182,0.8194000000000001,10.6
0.4596,0.3486,0.8068,-5.8,0.5148,0.4346,0.7814,6.24
0.43640000000000007,0.3396,0.7889999999999999,-7.2,0.49539999999999995,0.418,0.818,7.640000000000001
0.4274,0.3372,0.7889999999999999,-10.4,0.48660000000000003,0.3808,0.78,10.84
0.4606,0.39580000000000004,0.759,-2.2,0.4748,0.376,0.7994000000000001,2.6399999999999997
0.453,0.3764,0.7524,-1.6,0.4686,0.3424,0.8086,2.04
0.4514,0.3912,0.7942,-6.0,0.4972,0.3666,0.7866,6.0
0.4696000000000001,0.4022,0.7615999999999999,-5.0,0.4920000000000001,0.3698,0.7798,5.0
0.4720000000000001,0.3982,0.7866,-4.6,0.49060000000000004,0.42299999999999993,0.7876,4.6
0.461,0.368,0.8104000000000001,-4.64,0.484,0.40259999999999996,0.7792,4.4
0.45120000000000005,0.3652,0.8204,-5.84,0.484,0.4104,0.8038000000000001,5.6
0.4614000000000001,0.3702,0.8006,-4.64,0.4798,0.40920000000000006,0.7863999999999999,4.4
0.48200000000000004,0.3826,0.8412,-0.6399999999999999,0.48979999999999996,0.37720000000000004,0.7798,0.4
0.48080000000000006,0.3646,0.8042,2.56,0.4838,0.3562,0.7924,-2.8
0.4756,0.3668,0.7664,-1.4,0.48019999999999996,0.37039999999999995,0.7757999999999999,1.4
0.4790000000000001,0.40499999999999997,0.7298,3.6,0.4673999999999999,0.3598,0.7402,-3.6
0.45820000000000005,0.3758,0.733,4.0,0.4612,0.3194,0.7638,-4.0
0.4184,0.354,0.7374,-1.2,0.4676,0.3514,0.7609999999999999,1.2
0.4184,0.3652,0.7646,-7.8,0.49280000000000007,0.3652,0.7672,7.8
0.4112000000000001,0.3442,0.7794000000000001,-5.4,0.4946,0.395,0.7524000000000001,5.4
0.42140000000000005,0.3396,0.8459999999999999,-5.720000000000001,0.48980000000000007,0.38759999999999994,0.7186,5.76
0.4312,0.3536,0.8318,-6.5200000000000005,0.4806,0.4004,0.7032,6.56
0.45200000000000007,0.364,0.8496,-1.72,0.458,0.38659999999999994,0.716,1.7600000000000002
0.44800000000000006,0.34340000000000004,0.8382,2.2800000000000002,0.434,0.3718,0.6928,-2.2399999999999998
0.44480000000000003,0.3352,0.8326,-0.72,0.4446,0.3594,0.7386,0.7600000000000001
0.4412000000000001,0.3388,0.8326,-0.6,0.4514,0.36419999999999997,0.7614,0.6
0.4274000000000001,0.32680000000000003,0.82,-2.6,0.44700000000000006,0.36560000000000004,0.7586,2.6
0.4280000000000001,0.3548,0.8022,-5.4,0.453,0.3692,0.7636000000000001,5.4
0.4312,0.3606,0.8008,-10.6,0.4805999999999999,0.40779999999999994,0.8126000000000001,10.6
0.45400000000000007,0.39120000000000005,0.8366,-6.4,0.47459999999999997,0.3938,0.7981999999999999,6.4
0.4588000000000001,0.3738,0.8184000000000001,-11.8,0.48999999999999994,0.44659999999999994,0.8109999999999999,11.8
0.465,0.3782,0.8596,-10.6,0.5035999999999999,0.46040000000000003,0.8630000000000001,10.6
0.4518000000000001,0.36920000000000003,0.8390000000000001,-7.8,0.4998,0.4274,0.808,8.36
0.4666,0.3774,0.8390000000000001,2.4,0.47059999999999996,0.3512,0.776,-1.8399999999999999
0.45280000000000004,0.381,0.7974,1.0,0.4624,0.3396,0.7821999999999999,-0.43999999999999984
0.44080000000000014,0.37879999999999997,0.7946,0.4,0.46719999999999995,0.31920000000000004,0.76,0.16000000000000014
0.4532000000000001,0.37679999999999997,0.7852,2.8,0.45760000000000006,0.3064,0.7375999999999999,-2.2399999999999998
0.44960000000000006,0.35439999999999994,0.7778,1.2,0.4568,0.327,0.7706000000000001,-1.2
0.4338000000000001,0.32680000000000003,0.7938,-5.2,0.45519999999999994,0.3694,0.7848,5.2
0.43900000000000006,0.292,0.7868,-9.4,0.46440000000000003,0.37160000000000004,0.7812,9.4
0.4248000000000001,0.2636,0.749,-10.0,0.46180000000000004,0.37679999999999997,0.7952,10.0
0.41480000000000006,0.25660000000000005,0.739,-9.6,0.4546,0.3668,0.7876,9.6
0.4264000000000001,0.2738,0.779,-9.6,0.4746,0.3738,0.8074,9.6
0.43240000000000006,0.3404,0.7772,-8.2,0.4901999999999999,0.37960000000000005,0.7594000000000001,8.2
0.4272,0.3524,0.8032,-6.8,0.47240000000000004,0.371,0.7598,6.8
0.43520000000000003,0.3686,0.842,-8.0,0.46699999999999997,0.38,0.7724,8.0
0.45020000000000004,0.4016,0.8518000000000001,-10.4,0.4806,0.403,0.7908,10.4
0.4468000000000001,0.3996,0.8384,-11.8,0.4686,0.4234,0.77,11.8
0.44880000000000014,0.3854,0.8026,-14.4,0.4744,0.4418,0.7834,14.4
0.4556000000000001,0.3948,0.843,-12.2,0.49260000000000004,0.4742,0.795,12.2
0.4534000000000001,0.3888,0.8103999999999999,-6.2,0.4678,0.40940000000000004,0.8109999999999999,6.2
0.4296000000000001,0.3604,0.771,-7.8,0.4622,0.4128,0.8426,7.8
0.43260000000000004,0.3454,0.6944000000000001,-7.8,0.4582,0.40140000000000003,0.8724000000000001,7.8
0.42780000000000007,0.3116,0.7454000000000001,-9.2,0.45020000000000004,0.3754,0.9208000000000001,9.2
0.4424000000000001,0.3412,0.7178,-9.4,0.4614,0.374,0.9016,10.6
0.43280000000000013,0.3328,0.7038000000000001,-12.4,0.4756,0.38099999999999995,0.8640000000000001,13.6
0.4506000000000001,0.3274,0.7704000000000001,-8.2,0.45200000000000007,0.3414,0.8486,9.4
0.4466000000000001,0.33740000000000003,0.827,-6.4,0.4518000000000001,0.30979999999999996,0.836,7.6
0.4314000000000001,0.3424,0.7746000000000001,-8.4,0.4434,0.3222,0.8190000000000002,9.6
0.4212000000000001,0.3128,0.7486,-6.0,0.41720000000000007,0.3076,0.8135999999999999,6.0
0.45000000000000007,0.3524,0.7724,-2.8,0.4311999999999999,0.3436,0.8051999999999999,2.8
0.4372000000000001,0.3614,0.7108000000000001,-5.6,0.4612,0.3798,0.7405999999999999,5.6
0.4444000000000001,0.33819999999999995,0.7308,-8.8,0.462,0.4042,0.7262,8.8
0.46980000000000005,0.37160000000000004,0.7180000000000001,-5.8,0.48119999999999996,0.41479999999999995,0.701,5.8
0.47160000000000013,0.39859999999999995,0.7366,-2.6,0.49379999999999996,0.4168,0.673,2.6
0.4530000000000001,0.39180000000000004,0.7214,-2.4,0.475,0.39859999999999995,0.6659999999999999,2.4
0.4336000000000001,0.38160000000000005,0.7482000000000001,-3.2,0.46299999999999997,0.3796,0.7086,3.2
0.4168000000000001,0.36920000000000003,0.7150000000000001,-3.6,0.4548,0.36639999999999995,0.7426,3.6
0.42540000000000006,0.36160000000000003,0.7278,-5.2,0.4462,0.37039999999999995,0.7564,5.2
